,group,variable,value,articles
1586,2018-01,2022,3,UK government spells out plan to shut down coal plants<br><br>Will we be ready to put a human footprint on Mars in 15 years?<br><br>Ryanair makes pledge to become 'plastic free' on all flights by 2023
1587,2018-01,2023,2,"Off-peak charging vital for electric car power supply, experts say<br><br>Ryanair makes pledge to become 'plastic free' on all flights by 2023"
1588,2018-01,2024,1,Will we be ready to put a human footprint on Mars in 15 years?
1589,2018-01,2025,2,"UK government spells out plan to shut down coal plants<br><br>UK must be ready for rise of electric vehicles, says ABB chief"
1590,2018-01,2026,2,EU declares war on plastic waste<br><br>New fountains and bottle-refill points to tackle London's plastic waste
1591,2018-01,2030,6,"The latest cutting-edge technology changing our landscapes? Trees<br><br>China on track to lead in renewables as US retreats, report says<br><br>UK must be ready for rise of electric vehicles, says ABB chief<br><br>EU declares war on plastic waste<br><br>Automation to take 1 in 3 jobs in UK's northern centres, report finds<br><br>Natural gas killed coal  now renewables and batteries are taking over | Dana Nuccitelli"
1592,2018-01,2035,2,"Off-peak charging vital for electric car power supply, experts say<br><br>BP to install charging points for electric cars at UK petrol stations"
1593,2018-01,2037,1,What happens when the jobs dry up in the new world? The left must have an answer | John Harris
1594,2018-01,2038,1,SpaceX has plans for Texas  but border wall could be barrier to progress
1595,2018-01,2040,1,'It's a no-brainer': are hydrogen cars the future?
1596,2018-01,2045,1,"Spielberg's Ready Player One  in 2045, virtual reality is everyone's saviour"
1597,2018-01,2050,1,'It's a no-brainer': are hydrogen cars the future?
1603,2018-02,1972,1,Revealed: Cash eclipsed as Britain turns to digital payments
1604,2018-02,1973,1,Dawn of the techlash | Rachel Botsman
1605,2018-02,1981,1,The terrifying phenomenon that is pushing species towards extinction
1606,2018-02,1983,1,Chinas great leap forward in science
1607,2018-02,1985,1,The Quorn revolution: the rise of ultra-processed fake meat
1608,2018-02,1988,1,The terrifying phenomenon that is pushing species towards extinction
1609,2018-02,1992,1,Chinas great leap forward in science
1610,2018-02,1995,1,Should we give up half of the Earth to wildlife?
1611,2018-02,1996,1,Chinas great leap forward in science
1612,2018-02,1997,2,Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand<br><br>Chinas great leap forward in science
1613,2018-02,1998,2,Debt for dolphins: Seychelles creates huge marine parks in world-first finance scheme<br><br>Google: 10 years from now
1614,2018-02,2000,1,BP aims to invest more in renewables and clean energy
1615,2018-02,2001,3,Dawn of the techlash | Rachel Botsman<br><br>Chinas great leap forward in science<br><br>Google: 10 years from now
1616,2018-02,2002,3,Dawn of the techlash | Rachel Botsman<br><br>The Quorn revolution: the rise of ultra-processed fake meat<br><br>Does every cloud have a silver lining? Not if it is run by an internet giant | John Naughton
1617,2018-02,2003,2,Dawn of the techlash | Rachel Botsman<br><br>The DNA database that is key to beating our rarest diseases
1618,2018-02,2004,3,Dawn of the techlash | Rachel Botsman<br><br>Tesla battery 'taking straw off camel's back' for South Australia energy demand<br><br>BP aims to invest more in renewables and clean energy
1619,2018-02,2005,1,Chinas great leap forward in science
1620,2018-02,2006,2,Revealed: Cash eclipsed as Britain turns to digital payments<br><br>The punk rock internet  how DIY rebels are working to replace the tech giants
1621,2018-02,2007,3,Revealed: Cash eclipsed as Britain turns to digital payments<br><br>Google: 10 years from now<br><br>How Bill Gates aims to clean up the planet
1622,2018-02,2008,3,Dawn of the techlash | Rachel Botsman<br><br>Does every cloud have a silver lining? Not if it is run by an internet giant | John Naughton<br><br>Google: 10 years from now
1623,2018-02,2009,2,Chinas great leap forward in science<br><br>How Bill Gates aims to clean up the planet
1624,2018-02,2010,4,Should we give up half of the Earth to wildlife?<br><br>Cashing out? Why notes and coins may become a thing of the past in Sweden<br><br>Revealed: Cash eclipsed as Britain turns to digital payments<br><br>Edinburgh University divests from all fossil fuels
1625,2018-02,2011,2,"Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand<br><br>Plastic bans worldwide will dent oil demand growth, says BP"
1626,2018-02,2012,4,Dawn of the techlash | Rachel Botsman<br><br>Chinas great leap forward in science<br><br>Cashing out? Why notes and coins may become a thing of the past in Sweden<br><br>The DNA database that is key to beating our rarest diseases
1627,2018-02,2013,2,Boston Dynamics crosses new threshold with door-opening dog<br><br>Chinas great leap forward in science
1628,2018-02,2014,6,Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand<br><br>Should we give up half of the Earth to wildlife?<br><br>The terrifying phenomenon that is pushing species towards extinction<br><br>Energy storage leap could slash electric car charging times<br><br>The punk rock internet  how DIY rebels are working to replace the tech giants<br><br>The DNA database that is key to beating our rarest diseases
1629,2018-02,2015,15,"Boston Dynamics crosses new threshold with door-opening dog<br><br>Dawn of the techlash | Rachel Botsman<br><br>Should we give up half of the Earth to wildlife?<br><br>Chinas great leap forward in science<br><br>The Quorn revolution: the rise of ultra-processed fake meat<br><br>Trees for Trump: 1m plants pledged to offset U-turn on climate change<br><br>Revealed: Cash eclipsed as Britain turns to digital payments<br><br>Plastic bans worldwide will dent oil demand growth, says BP<br><br>The terrifying phenomenon that is pushing species towards extinction<br><br>More than 100 cities now mostly powered by renewable energy, data shows<br><br>The punk rock internet  how DIY rebels are working to replace the tech giants<br><br>UK doctors select first women to have three-person babies<br><br>How Bill Gates aims to clean up the planet<br><br>UK built half of Europe's offshore wind power in 2017<br><br>Edinburgh University divests from all fossil fuels"
1630,2018-02,2016,12,"Express delivery: use drones not trucks to cut carbon emissions, experts say<br><br>Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand<br><br>Breakthrough as scientists grow sheep embryos containing human cells<br><br>Chinas great leap forward in science<br><br>Cashing out? Why notes and coins may become a thing of the past in Sweden<br><br>Revealed: Cash eclipsed as Britain turns to digital payments<br><br>Debt for dolphins: Seychelles creates huge marine parks in world-first finance scheme<br><br>UK doctors select first women to have three-person babies<br><br>The DNA database that is key to beating our rarest diseases<br><br>UK built half of Europe's offshore wind power in 2017<br><br>BP aims to invest more in renewables and clean energy<br><br>The new space race: how billionaires launched the next era of exploration"
1631,2018-02,2017,24,"Space tourists will have to wait as SpaceX plans bigger rocket<br><br>Australia's solar power boom could almost double capacity in a year, analysts say<br><br>Express delivery: use drones not trucks to cut carbon emissions, experts say<br><br>Boston Dynamics crosses new threshold with door-opening dog<br><br>Dawn of the techlash | Rachel Botsman<br><br>Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand<br><br>Chinas great leap forward in science<br><br>The Quorn revolution: the rise of ultra-processed fake meat<br><br>Cashing out? Why notes and coins may become a thing of the past in Sweden<br><br>Trees for Trump: 1m plants pledged to offset U-turn on climate change<br><br>Revealed: Cash eclipsed as Britain turns to digital payments<br><br>Plastic bans worldwide will dent oil demand growth, says BP<br><br>A-peeling? Japanese farmers invent edible banana skin<br><br>Dont worry about AI going bad  the minds behind it are the danger | John Naughton<br><br>The terrifying phenomenon that is pushing species towards extinction<br><br>More than 100 cities now mostly powered by renewable energy, data shows<br><br>The punk rock internet  how DIY rebels are working to replace the tech giants<br><br>UK doctors select first women to have three-person babies<br><br>Astronaut Thomas Pesquet: Earth is just a big spaceship with a crew. It needs looking after<br><br>The DNA database that is key to beating our rarest diseases<br><br>UK built half of Europe's offshore wind power in 2017<br><br>BP aims to invest more in renewables and clean energy<br><br>Work four days, get paid for five: New Zealand company's new shorter week<br><br>The new space race: how billionaires launched the next era of exploration"
1632,2018-02,2019,7,Trump's Nasa budget: flying 'Jetson cars' and a return to the moon<br><br>Chinas great leap forward in science<br><br>Spacewatch: Nasa planet hunter will target the rock zone<br><br>The terrifying phenomenon that is pushing species towards extinction<br><br>Astronaut Thomas Pesquet: Earth is just a big spaceship with a crew. It needs looking after<br><br>The DNA database that is key to beating our rarest diseases<br><br>UK built half of Europe's offshore wind power in 2017
1633,2018-02,2020,4,Should we give up half of the Earth to wildlife?<br><br>Debt for dolphins: Seychelles creates huge marine parks in world-first finance scheme<br><br>Japan lays groundwork for boom in robot carers<br><br>UK built half of Europe's offshore wind power in 2017
1634,2018-02,2021,1,Debt for dolphins: Seychelles creates huge marine parks in world-first finance scheme
1635,2018-02,2022,2,"Trump's Nasa budget: flying 'Jetson cars' and a return to the moon<br><br>Plastic bans worldwide will dent oil demand growth, says BP"
1636,2018-02,2023,1,UK built half of Europe's offshore wind power in 2017
1637,2018-02,2024,2,Trump's Nasa budget: flying 'Jetson cars' and a return to the moon<br><br>UK built half of Europe's offshore wind power in 2017
1638,2018-02,2025,2,Trees for Trump: 1m plants pledged to offset U-turn on climate change<br><br>Japan lays groundwork for boom in robot carers
1639,2018-02,2026,1,Revealed: Cash eclipsed as Britain turns to digital payments
1640,2018-02,2027,1,The Quorn revolution: the rise of ultra-processed fake meat
1641,2018-02,2030,3,"Trump's Nasa budget: flying 'Jetson cars' and a return to the moon<br><br>Plastic bans worldwide will dent oil demand growth, says BP<br><br>UK built half of Europe's offshore wind power in 2017"
1642,2018-02,2035,1,"Plastic bans worldwide will dent oil demand growth, says BP"
1643,2018-02,2040,3,"Plastic bans worldwide will dent oil demand growth, says BP<br><br>More than 100 cities now mostly powered by renewable energy, data shows<br><br>Edinburgh University divests from all fossil fuels"
1644,2018-02,2048,1,Trees for Trump: 1m plants pledged to offset U-turn on climate change
1645,2018-02,2050,4,"Should we give up half of the Earth to wildlife?<br><br>More than 100 cities now mostly powered by renewable energy, data shows<br><br>Silver bullet to suck CO2 from air and halt climate change ruled out<br><br>How Bill Gates aims to clean up the planet"
1646,2018-02,2062,1,Trump's Nasa budget: flying 'Jetson cars' and a return to the moon
1656,2018-03,1970,1,"Stephen Hawking, science's brightest star, dies aged 76"
1657,2018-03,1974,1,"Stephen Hawking, science's brightest star, dies aged 76"
1658,2018-03,1975,1,"Stephen Hawking, science's brightest star, dies aged 76"
1659,2018-03,1977,1,The Guardian view on nuclear fusion: a moment of truth | Editorial
1660,2018-03,1979,2,Death by robot: the new mechanised danger in our changing world<br><br>China's radical plan to limit the populations of Beijing and Shanghai
1661,2018-03,1980,1,Study: wind and solar can power most of the United States | John Abraham
1662,2018-03,1982,2,"How an endangered salamander forced a Texan city to save water<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1663,2018-03,1985,1,"Stephen Hawking, science's brightest star, dies aged 76"
1664,2018-03,1986,1,Elon Musk: we must colonise Mars to preserve our species in a third world war
1665,2018-03,1988,1,"Stephen Hawking, science's brightest star, dies aged 76"
1666,2018-03,1990,1,"Stephen Hawking, science's brightest star, dies aged 76"
1667,2018-03,1991,2,"How an endangered salamander forced a Texan city to save water<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1668,2018-03,1993,1,How an endangered salamander forced a Texan city to save water
1669,2018-03,1996,1,How an endangered salamander forced a Texan city to save water
1670,2018-03,1997,2,"The Guardian view on nuclear fusion: a moment of truth | Editorial<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1671,2018-03,2003,1,"Stephen Hawking, science's brightest star, dies aged 76"
1672,2018-03,2004,1,"Stephen Hawking, science's brightest star, dies aged 76"
1673,2018-03,2007,3,"Stephen Hawking gave space travel his blessing. Now plutocrats claim him as their own | Catherine Bennett<br><br>Death by robot: the new mechanised danger in our changing world<br><br>Exclusive: Arizona governor and Uber kept self-driving program secret, emails reveal"
1674,2018-03,2008,2,How to persuade a robot that you should get the job<br><br>Death by robot: the new mechanised danger in our changing world
1675,2018-03,2009,2,"How an endangered salamander forced a Texan city to save water<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1676,2018-03,2010,1,"Stephen Hawking, science's brightest star, dies aged 76"
1677,2018-03,2011,1,'Living laboratories': the Dutch cities amassing data on oblivious residents
1678,2018-03,2012,2,"Australia's solar future bright as households install record 3.5m panels<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1679,2018-03,2013,3,"Total ban on bee-harming pesticides likely after major new EU analysis<br><br>Stephen Hawking, science's brightest star, dies aged 76<br><br>Death by robot: the new mechanised danger in our changing world"
1680,2018-03,2014,4,"'Living laboratories': the Dutch cities amassing data on oblivious residents<br><br>How an endangered salamander forced a Texan city to save water<br><br>Googles AI is being used by US military drone programme<br><br>Exclusive: Arizona governor and Uber kept self-driving program secret, emails reveal"
1681,2018-03,2015,9,"'Living laboratories': the Dutch cities amassing data on oblivious residents<br><br>How an endangered salamander forced a Texan city to save water<br><br>The tyranny of algorithms is part of our lives: soon they could rate everything we do | John Harris<br><br>Subsidy-free renewable energy projects set to soar in UK, analysts say<br><br>Good news about renewables: but the heat is still on to cut fossil fuel use<br><br>Study: wind and solar can power most of the United States | John Abraham<br><br>Exclusive: Arizona governor and Uber kept self-driving program secret, emails reveal<br><br>San Diego unveils unorthodox homelessness solution: big tents<br><br>Wind and solar make more electricity than nuclear for first time in UK"
1682,2018-03,2016,14,"Air taxis: we have lift-off<br><br>How to persuade a robot that you should get the job<br><br>Australia's solar future bright as households install record 3.5m panels<br><br>Tim Berners-Lee: we must regulate tech firms to prevent 'weaponised' web<br><br>Startup wants to upload your brain to the cloud, but has to kill you to do it<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Self-driving Uber kills Arizona woman in first fatal crash involving pedestrian<br><br>Global energy giants forced to adapt to rise of renewables<br><br>Good news about renewables: but the heat is still on to cut fossil fuel use<br><br>Death by robot: the new mechanised danger in our changing world<br><br>China's radical plan to limit the populations of Beijing and Shanghai<br><br>If Democrats want to stand with the people, they should back a jobs guarantee | Ross Barkan<br><br>Exclusive: Arizona governor and Uber kept self-driving program secret, emails reveal<br><br>Wind and solar make more electricity than nuclear for first time in UK"
1683,2018-03,2017,31,"'Living laboratories': the Dutch cities amassing data on oblivious residents<br><br>Total ban on bee-harming pesticides likely after major new EU analysis<br><br>First sustainable Lego pieces to go on sale<br><br>Air taxis: we have lift-off<br><br>How to persuade a robot that you should get the job<br><br>The tyranny of algorithms is part of our lives: soon they could rate everything we do | John Harris<br><br>Australia's solar future bright as households install record 3.5m panels<br><br>Rage against the machine: self-driving cars attacked by angry Californians<br><br>Australian scientists move closer to world-beating quantum computer<br><br>Googles AI is being used by US military drone programme<br><br>Tim Berners-Lee: we must regulate tech firms to prevent 'weaponised' web<br><br>My May-Thatcher deepfake won't fool you but its tech may change the world<br><br>Stephen Hawking, science's brightest star, dies aged 76<br><br>Brain preservation is a step closer, but how could it ever be you? | Sue Blackmore<br><br>Scientists on brink of overcoming livestock diseases through gene editing<br><br>Stephen Hawking gave space travel his blessing. Now plutocrats claim him as their own | Catherine Bennett<br><br>Space stations: our future among the stars<br><br>Water shortages could affect 5bn people by 2050, UN report warns<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Self-driving Uber kills Arizona woman in first fatal crash involving pedestrian<br><br>Subsidy-free renewable energy projects set to soar in UK, analysts say<br><br>Empty half the Earth of its humans. It's the only way to save the planet | Kim Stanley Robinson<br><br>Paul Ehrlich: 'Collapse of civilisation is a near certainty within decades'<br><br>Good news about renewables: but the heat is still on to cut fossil fuel use<br><br>Renewables generated more electricity than brown coal over summer, report finds<br><br>China's radical plan to limit the populations of Beijing and Shanghai<br><br>Nestl says it has harnessed science to reduce the sugar in chocolate<br><br>Hydrogen-powered transport key to climate targets, says Shell<br><br>Exclusive: Arizona governor and Uber kept self-driving program secret, emails reveal<br><br>San Diego unveils unorthodox homelessness solution: big tents<br><br>Wind and solar make more electricity than nuclear for first time in UK"
1684,2018-03,2019,3,"Elon Musk: we must colonise Mars to preserve our species in a third world war<br><br>Greens electric car push: end sale of petrol and diesel vehicles by 2030<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1685,2018-03,2020,7,"How an endangered salamander forced a Texan city to save water<br><br>Air taxis: we have lift-off<br><br>The tyranny of algorithms is part of our lives: soon they could rate everything we do | John Harris<br><br>Greens electric car push: end sale of petrol and diesel vehicles by 2030<br><br>Global energy giants forced to adapt to rise of renewables<br><br>Nestl says it has harnessed science to reduce the sugar in chocolate<br><br>If Democrats want to stand with the people, they should back a jobs guarantee | Ross Barkan"
1686,2018-03,2021,3,"Googles AI is being used by US military drone programme<br><br>Startup wants to upload your brain to the cloud, but has to kill you to do it<br><br>Space stations: our future among the stars"
1687,2018-03,2022,6,"Stephen Hawking, science's brightest star, dies aged 76<br><br>Space stations: our future among the stars<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Subsidy-free renewable energy projects set to soar in UK, analysts say<br><br>Global energy giants forced to adapt to rise of renewables<br><br>Good news about renewables: but the heat is still on to cut fossil fuel use"
1688,2018-03,2023,2,"Air taxis: we have lift-off<br><br>Stephen Hawking, science's brightest star, dies aged 76"
1689,2018-03,2024,2,"Startup wants to upload your brain to the cloud, but has to kill you to do it<br><br>Space stations: our future among the stars"
1690,2018-03,2025,4,"Air taxis: we have lift-off<br><br>Greens electric car push: end sale of petrol and diesel vehicles by 2030<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Subsidy-free renewable energy projects set to soar in UK, analysts say"
1691,2018-03,2026,1,Spacewatch: European Space Agency increases research in other solar systems
1692,2018-03,2028,3,How an endangered salamander forced a Texan city to save water<br><br>Air taxis: we have lift-off<br><br>Space stations: our future among the stars
1693,2018-03,2030,6,"First sustainable Lego pieces to go on sale<br><br>Greens electric car push: end sale of petrol and diesel vehicles by 2030<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Subsidy-free renewable energy projects set to soar in UK, analysts say<br><br>Good news about renewables: but the heat is still on to cut fossil fuel use<br><br>Hydrogen-powered transport key to climate targets, says Shell"
1694,2018-03,2032,1,"Ban new petrol and diesel cars in 2030, not 2040, says thinktank"
1695,2018-03,2035,1,"Ban new petrol and diesel cars in 2030, not 2040, says thinktank"
1696,2018-03,2040,3,"How an endangered salamander forced a Texan city to save water<br><br>Ban new petrol and diesel cars in 2030, not 2040, says thinktank<br><br>Hydrogen-powered transport key to climate targets, says Shell"
1697,2018-03,2042,1,Tim Berners-Lee: we must regulate tech firms to prevent 'weaponised' web
1698,2018-03,2050,2,"Greens electric car push: end sale of petrol and diesel vehicles by 2030<br><br>Water shortages could affect 5bn people by 2050, UN report warns"
1699,2018-03,2070,1,"Hydrogen-powered transport key to climate targets, says Shell"
1711,2018-04,1971,1,'We're doomed': Mayer Hillman on the climate reality no one else will dare mention
1712,2018-04,1972,1,'We're doomed': Mayer Hillman on the climate reality no one else will dare mention
1713,2018-04,1974,1,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers
1714,2018-04,1977,1,Jeff Bezos: the boy who wanted to colonise space
1715,2018-04,1978,2,Will 2018 be the year of the neo-luddite?<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention
1716,2018-04,1980,2,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention
1717,2018-04,1982,1,Jeff Bezos: the boy who wanted to colonise space
1718,2018-04,1983,1,Growing brains in labs: why it's time for an ethical debate
1719,2018-04,1984,1,'We're doomed': Mayer Hillman on the climate reality no one else will dare mention
1720,2018-04,1988,3,Neurosurgeon Eric Leuthardt: An interface between mind and machine will happen<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention<br><br>The new food: meet the startups racing to reinvent the meal
1721,2018-04,1991,1,"Helen Sharman, first Briton in space, backs manned mission to Mars"
1722,2018-04,1993,1,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers
1723,2018-04,1994,3,The innovators: how tiny amounts of wind energy could light up Africa<br><br>'It's about expanding Earth': could we build cities in space?<br><br>Jeff Bezos: the boy who wanted to colonise space
1724,2018-04,1995,2,Will 2018 be the year of the neo-luddite?<br><br>Jeff Bezos: the boy who wanted to colonise space
1725,2018-04,1997,2,Killer robots: pressure builds for ban as governments meet<br><br>What steps can the UK take to reach net zero emissions by 2050?
1726,2018-04,1998,1,Revealed: how bookies use AI to keep gamblers hooked
1727,2018-04,1999,1,Jeff Bezos: the boy who wanted to colonise space
1728,2018-04,2001,1,"'First luxury space hotel' plans to offer zero gravity living  for $792,000 a night"
1729,2018-04,2002,1,Neurosurgeon Eric Leuthardt: An interface between mind and machine will happen
1730,2018-04,2004,1,Life on Mars? Scientists close to solving mystery of the red planet
1731,2018-04,2005,1,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers
1732,2018-04,2007,4,"'First luxury space hotel' plans to offer zero gravity living  for $792,000 a night<br><br>Killer robots: pressure builds for ban as governments meet<br><br>Its going to happen: is the world ready for war in space?<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention"
1733,2018-04,2008,7,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers<br><br>It's not too late to save the world from killer robots | Toby Walsh<br><br>Richest 1% on target to own two-thirds of all wealth by 2030<br><br>Its going to happen: is the world ready for war in space?<br><br>Why we should stop panicking about robots stealing our jobs | John Naughton<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention<br><br>Ten million British jobs could be gone in 15 years. No one knows what happens next | John Harris
1734,2018-04,2009,2,Gene therapy may help astronauts going to Mars resist deadly radiation<br><br>Its going to happen: is the world ready for war in space?
1735,2018-04,2010,1,'It's about expanding Earth': could we build cities in space?
1736,2018-04,2011,2,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers<br><br>Will 2018 be the year of the neo-luddite?
1737,2018-04,2012,1,Jeff Bezos: the boy who wanted to colonise space
1738,2018-04,2013,6,"Workers at risk as robots set to replace 66m jobs, warns OECD<br><br>Why we should stop panicking about robots stealing our jobs | John Naughton<br><br>World Bank recommends fewer regulations protecting workers<br><br>Jeff Bezos: the boy who wanted to colonise space<br><br>EU agrees total ban on bee-harming pesticides<br><br>The new food: meet the startups racing to reinvent the meal"
1739,2018-04,2014,4,Its going to happen: is the world ready for war in space?<br><br>Ghost in the machine: the robot that can understand emotion<br><br>'It's about expanding Earth': could we build cities in space?<br><br>First robot delivery drivers start work at Silicon Valley campus
1740,2018-04,2015,11,'Killer robots': AI experts call for boycott over lab at South Korea university<br><br>Gene therapy may help astronauts going to Mars resist deadly radiation<br><br>Killer robots: pressure builds for ban as governments meet<br><br>The innovators: how tiny amounts of wind energy could light up Africa<br><br>Tesla email reveals companys effort to silence an alleged victim with cash<br><br>Its going to happen: is the world ready for war in space?<br><br>'It's about expanding Earth': could we build cities in space?<br><br>What steps can the UK take to reach net zero emissions by 2050?<br><br>Amazon now delivers packages straight to car boots<br><br>Jeff Bezos: the boy who wanted to colonise space<br><br>First robot delivery drivers start work at Silicon Valley campus
1741,2018-04,2016,10,Gene therapy may help astronauts going to Mars resist deadly radiation<br><br>Will 2018 be the year of the neo-luddite?<br><br>Killer robots: pressure builds for ban as governments meet<br><br>World's first electrified road for charging vehicles opens in Sweden<br><br>Tesla email reveals companys effort to silence an alleged victim with cash<br><br>Why we should stop panicking about robots stealing our jobs | John Naughton<br><br>Scientists accidentally create mutant enzyme that eats plastic bottles<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention<br><br>Life on Mars? Scientists close to solving mystery of the red planet<br><br>Revealed: how bookies use AI to keep gamblers hooked
1742,2018-04,2017,25,"Robot heads for North Sea oil rigs in 'world first' scheme<br><br>The Guardian view on automation: put human needs first | Editorial<br><br>Gene therapy may help astronauts going to Mars resist deadly radiation<br><br>Richest 1% on target to own two-thirds of all wealth by 2030<br><br>Will 2018 be the year of the neo-luddite?<br><br>'First luxury space hotel' plans to offer zero gravity living  for $792,000 a night<br><br>Killer robots: pressure builds for ban as governments meet<br><br>The edible solutions to the plastic-packaging crisis<br><br>New Zealand bans all new offshore oil exploration as part of 'carbon-neutral future'<br><br>'Day zero' water crises: Spain, Morocco, India and Iraq at risk as reservoirs shrink<br><br>Tesla email reveals companys effort to silence an alleged victim with cash<br><br>Its going to happen: is the world ready for war in space?<br><br>Ghost in the machine: the robot that can understand emotion<br><br>Neurosurgeon Eric Leuthardt: An interface between mind and machine will happen<br><br>Scientists plan huge European AI hub to compete with US<br><br>Finland to end basic income trial after two years<br><br>UK runs without coal power for three days in a row<br><br>Amazon now delivers packages straight to car boots<br><br>Artificial intelligence: 20bn investment call from EU commission<br><br>Jeff Bezos: the boy who wanted to colonise space<br><br>'We're doomed': Mayer Hillman on the climate reality no one else will dare mention<br><br>EU agrees total ban on bee-harming pesticides<br><br>Life on Mars? Scientists close to solving mystery of the red planet<br><br>Revealed: how bookies use AI to keep gamblers hooked<br><br>Ten million British jobs could be gone in 15 years. No one knows what happens next | John Harris"
1743,2018-04,2019,11,"Workers at risk as robots set to replace 66m jobs, warns OECD<br><br>Its going to happen: is the world ready for war in space?<br><br>Tesla halts Model 3 production as firm scrambles to improve automation<br><br>World Bank recommends fewer regulations protecting workers<br><br>Neurosurgeon Eric Leuthardt: An interface between mind and machine will happen<br><br>Finland to end basic income trial after two years<br><br>Artificial intelligence: 20bn investment call from EU commission<br><br>Climate change to drive migration from island homes sooner than thought<br><br>Jeff Bezos: the boy who wanted to colonise space<br><br>Helen Sharman, first Briton in space, backs manned mission to Mars<br><br>The new food: meet the startups racing to reinvent the meal"
1744,2018-04,2020,3,"Killer robots: pressure builds for ban as governments meet<br><br>Make half of world more nature-friendly by 2050, urges UN biodiversity chief<br><br>Artificial intelligence: 20bn investment call from EU commission"
1745,2018-04,2021,2,"Will 2018 be the year of the neo-luddite?<br><br>'First luxury space hotel' plans to offer zero gravity living  for $792,000 a night"
1746,2018-04,2022,2,"'First luxury space hotel' plans to offer zero gravity living  for $792,000 a night<br><br>Artificial intelligence: 20bn investment call from EU commission"
1747,2018-04,2025,2,"UK runs without coal power for three days in a row<br><br>All Australian packaging to be sustainable by 2025, COAG agrees"
1748,2018-04,2028,1,Life on Mars? Scientists close to solving mystery of the red planet
1749,2018-04,2030,3,Richest 1% on target to own two-thirds of all wealth by 2030<br><br>World's first electrified road for charging vehicles opens in Sweden<br><br>Climate change to drive migration from island homes sooner than thought
1750,2018-04,2035,1,New Zealand bans all new offshore oil exploration as part of 'carbon-neutral future'
1751,2018-04,2042,2,The edible solutions to the plastic-packaging crisis<br><br>Jeff Bezos: the boy who wanted to colonise space
1752,2018-04,2045,1,Ready Player One  do you buy Spielberg's vision of virtual reality? Discuss with spoilers
1753,2018-04,2050,3,"New Zealand bans all new offshore oil exploration as part of 'carbon-neutral future'<br><br>Make half of world more nature-friendly by 2050, urges UN biodiversity chief<br><br>What steps can the UK take to reach net zero emissions by 2050?"
1754,2018-04,2060,1,Climate change to drive migration from island homes sooner than thought
1766,2018-05,1972,1,Why Silicon Valley cant fix itself
1767,2018-05,1976,1,New law to tackle electric cars silent menace to pedestrians
1768,2018-05,1977,1,"Nasa's Golden Record may baffle alien life, say researchers"
1769,2018-05,1984,1,Jetpacks: why aren't we all flying to work?
1770,2018-05,1985,1,Rise of robots threatens to terminate the UK call-centre workforce
1771,2018-05,1988,1,Bill McKibben: 'Theres clearly money to be made from sun and wind'
1772,2018-05,1990,2,Jetpacks: why aren't we all flying to work?<br><br>Maglev trains: why aren't we gliding home on hovering carriages?
1773,2018-05,1992,1,Jetpacks: why aren't we all flying to work?
1774,2018-05,1998,1,Why Silicon Valley cant fix itself
1775,2018-05,1999,1,Ignore the hype over big tech. Its products are mostly useless | John Harris
1776,2018-05,2000,1,Pipe dreams: can 'nano apartments' solve Hong Kong's housing crisis?
1777,2018-05,2001,2,No death and an enhanced life: Is the future transhuman?<br><br>Maglev trains: why aren't we gliding home on hovering carriages?
1778,2018-05,2004,2,Ignore the hype over big tech. Its products are mostly useless | John Harris<br><br>Maglev trains: why aren't we gliding home on hovering carriages?
1779,2018-05,2005,1,Google DeepMind's AI program learns human navigation skills
1780,2018-05,2006,2,Ignore the hype over big tech. Its products are mostly useless | John Harris<br><br>Maglev trains: why aren't we gliding home on hovering carriages?
