,group,variable,value,articles
1542,2019-05,1989,1,"Artificial intelligence, the future of work, and inequality"
1543,2019-05,2000,1,"Artificial intelligence, the future of work, and inequality"
1544,2019-05,2007,2,"New water cycle on Mars discovered<br><br>Artificial intelligence, the future of work, and inequality"
1545,2019-05,2008,1,"When the machines come for government jobs, will efficiency crush equity?"
1546,2019-05,2012,1,"When the machines come for government jobs, will efficiency crush equity?"
1547,2019-05,2014,2,"Laser technique could unlock use of tough material for next-generation electronics<br><br>Artificial intelligence, the future of work, and inequality"
1548,2019-05,2015,3,"Quantum world-first—researchers reveal accuracy of two-qubit calculations in silicon<br><br>Gas insulation could be protecting an ocean inside Pluto<br><br>Artificial intelligence, the future of work, and inequality"
1549,2019-05,2016,4,"Study explores the use of robots and artificial intelligence to understand the deep-sea<br><br>Electron microscope detector achieves record resolution<br><br>Army project develops agile scouting robots<br><br>Artificial intelligence, the future of work, and inequality"
1550,2019-05,2017,5,"When the machines come for government jobs, will efficiency crush equity?<br><br>Setting a precedent in the use of artificial intelligence<br><br>Electron microscope detector achieves record resolution<br><br>What artificial intelligence can teach us about proteins<br><br>Researchers break quantum limit in the precision of force and position measurements"
1551,2019-05,2018,5,New water cycle on Mars discovered<br><br>Electron microscope detector achieves record resolution<br><br>Researchers outline vision for profitable climate change solution<br><br>Gas insulation could be protecting an ocean inside Pluto<br><br>Scientists break record for highest-temperature superconductor
1552,2019-05,2019,16,"New space race to bring satellite internet to the world<br><br>When the machines come for government jobs, will efficiency crush equity?<br><br>New water cycle on Mars discovered<br><br>Quantum world-first—researchers reveal accuracy of two-qubit calculations in silicon<br><br>Research team leads the way in a green chemistry breakthrough for renewables<br><br>After the Moon, people on Mars by 2033... or 2060<br><br>Researchers outline vision for profitable climate change solution<br><br>Colliding lasers double the energy of proton beams<br><br>Scientists uncover exotic matter in the sun's atmosphere<br><br>'Submarines' small enough to deliver medicine inside human body<br><br>Scientists revisit the cold case of cold fusion<br><br>Researchers break quantum limit in the precision of force and position measurements<br><br>Secure metropolitan quantum networks move a step closer<br><br>Army project develops agile scouting robots<br><br>Laser technique could unlock use of tough material for next-generation electronics<br><br>Physicists 'teleport' logic operation between separated ions"
1553,2019-05,2021,1,New space race to bring satellite internet to the world
1554,2019-05,2024,1,"After the Moon, people on Mars by 2033... or 2060"
1555,2019-05,2027,1,"After the Moon, people on Mars by 2033... or 2060"
1556,2019-05,2033,1,"After the Moon, people on Mars by 2033... or 2060"
1557,2019-05,2037,1,"After the Moon, people on Mars by 2033... or 2060"
1558,2019-05,2039,1,"After the Moon, people on Mars by 2033... or 2060"
1567,2019-06,1974,1,A quantum simulation of Unruh radiation
1568,2019-06,1975,1,Most-detailed-ever simulations of black hole solve longstanding mystery
1569,2019-06,1976,1,A quantum simulation of Unruh radiation
1570,2019-06,1989,1,"Artificial intelligence, the future of work, and inequality"
1571,2019-06,1999,1,China conducts first sea-based space rocket launch
1572,2019-06,2000,1,"Artificial intelligence, the future of work, and inequality"
1573,2019-06,2003,1,China conducts first sea-based space rocket launch
1574,2019-06,2006,1,Optimal quantum computation linked to gravity
1575,2019-06,2007,2,"Artificial intelligence, the future of work, and inequality<br><br>3-D magnetic interactions could lead to new forms of computing"
1576,2019-06,2012,2,Engineers boost output of solar desalination system by 50%<br><br>New material shows high potential for quantum computing
1577,2019-06,2013,1,NASA plans to send equipment to Moon from 2020
1578,2019-06,2014,3,"Artificial intelligence, the future of work, and inequality<br><br>China conducts first sea-based space rocket launch<br><br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing"
1579,2019-06,2015,3,"Artificial intelligence, the future of work, and inequality<br><br>GE lost billions by 'misjudging' renewables: report<br><br>Research group finds way to turn plastic waste products into jet fuel"
1580,2019-06,2016,3,"Artificial intelligence, the future of work, and inequality<br><br>GE lost billions by 'misjudging' renewables: report<br><br>New material shows high potential for quantum computing"
1581,2019-06,2017,2,A quantum simulation of Unruh radiation<br><br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing
1582,2019-06,2018,3,GE lost billions by 'misjudging' renewables: report<br><br>Alternative meat seen as potentially juicy business<br><br>Experts: Spy used AI-generated face to connect with targets
1583,2019-06,2019,18,"NASA plans to send equipment to Moon from 2020<br><br>Physicists can predict the jumps of Schrodinger's cat (and finally save it)<br><br>3-D magnetic interactions could lead to new forms of computing<br><br>China conducts first sea-based space rocket launch<br><br>Quantum supremacy and its efficient certification difficult to achieve simultaneously<br><br>GE lost billions by 'misjudging' renewables: report<br><br>Alternative meat seen as potentially juicy business<br><br>Scientists discover gene that could help us grow crops faster<br><br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing<br><br>Engineers boost output of solar desalination system by 50%<br><br>Surveillance cameras will soon be unrecognizable<br><br>Machine learning unlocks mysteries of quantum physics<br><br>Abundance of gases in Enceladus's ocean are a potential fuel—if life is there to consume it<br><br>Experts: Spy used AI-generated face to connect with targets<br><br>The first AI universe sim is fast and accurate—and its creators don't know how it works<br><br>Britain adopts 2050 net zero emissions target<br><br>Virtual reality faces—animating precise, lifelike avatars for VR in real-time<br><br>Climate warming could increase malaria risk in cooler regions"
1584,2019-06,2020,3,NASA plans to send equipment to Moon from 2020<br><br>Most-detailed-ever simulations of black hole solve longstanding mystery<br><br>A quantum simulation of Unruh radiation
1585,2019-06,2021,1,NASA plans to send equipment to Moon from 2020
1586,2019-06,2024,1,NASA plans to send equipment to Moon from 2020
1587,2019-06,2030,1,Ireland to ban sales of new petrol and diesel cars by 2030
1588,2019-06,2035,1,Britain adopts 2050 net zero emissions target
1589,2019-06,2050,2,Ireland to ban sales of new petrol and diesel cars by 2030<br><br>Britain adopts 2050 net zero emissions target
1590,2019-07,1976,1,Rise of the robots: Coming to a first-year Intro to Journalism class near you
1591,2019-07,1982,1,Insect apocalypse: German bug watchers sound alarm
1592,2019-07,1994,1,Insect apocalypse: German bug watchers sound alarm
1593,2019-07,2004,2,The mission of a lifetime: a drone on Titan in 2034 (Update)<br><br>Producing graphene from carbon dioxide
1594,2019-07,2010,2,"New technique lets researchers make thousands of nanowires, capable of recording intracellular signals, at the same time<br><br>Producing graphene from carbon dioxide"
1595,2019-07,2011,2,Insect apocalypse: German bug watchers sound alarm<br><br>New study suggests seaweed influx will continue in Florida
1596,2019-07,2013,1,New study suggests seaweed influx will continue in Florida
1597,2019-07,2016,1,Seeing clearly: Revised computer code accurately models an instability in fusion plasmas
1598,2019-07,2017,1,New twist in the race to replace the graphite anode for better rechargeable batteries
1599,2019-07,2018,5,"Rise of the robots: Coming to a first-year Intro to Journalism class near you<br><br>Automated forklifts elevate firms' profit hopes<br><br>11% of destroyed moist tropical forests could be restored to boost climate, environment<br><br>Silica aerogel could make Mars habitable<br><br>France to develop anti-satellite laser weapons: minister"
1600,2019-07,2019,17,"Rise of the robots: Coming to a first-year Intro to Journalism class near you<br><br>Insect apocalypse: German bug watchers sound alarm<br><br>Automated forklifts elevate firms' profit hopes<br><br>11% of destroyed moist tropical forests could be restored to boost climate, environment<br><br>Portable polarization-sensitive camera could be used in machine vision, autonomous vehicles, security and more<br><br>Scientists combine light and matter to make particles with new behaviors<br><br>Scientists capture images of gene-editing enzymes in action<br><br>New twist in the race to replace the graphite anode for better rechargeable batteries<br><br>Instability in Antarctic ice projected to make sea level rise rapidly<br><br>Physicists' finding could revolutionize information transmission<br><br>Using artificial intelligence to detect discrimination<br><br>The habitability of Titan and its ocean<br><br>Silica aerogel could make Mars habitable<br><br>Physicists create record-setting quantum motion<br><br>Researchers lead breakthrough in quantum computing<br><br>France to develop anti-satellite laser weapons: minister<br><br>Scientists discover material that can make solar cells more efficient"
