,group,variable,value,articles
1329,2018-05,2021,1,NASA plans to send mini-helicopter to Mars
1330,2018-05,2022,1,US environmental groups slam Ford over clean fuel stance
1331,2018-05,2025,1,US environmental groups slam Ford over clean fuel stance
1333,2018-06,1996,1,"DNA drives design principles for lighter, thinner optical displays"
1334,2018-06,2001,1,The tools humanity will need for living in the year 1 trillion
1335,2018-06,2007,1,Opportunity hunkers down during dust storm (Update)
1336,2018-06,2008,3,"Boston Dynamics' scary robot videos: Are they for real?<br><br>DNA drives design principles for lighter, thinner optical displays<br><br>The tools humanity will need for living in the year 1 trillion"
1337,2018-06,2010,2,"Opportunity hunkers down during dust storm (Update)<br><br>Enhanced detection of nuclear events, thanks to deep learning"
1338,2018-06,2011,1,The tools humanity will need for living in the year 1 trillion
1339,2018-06,2012,1,Braiding may be key to using time crystals in quantum computing
1340,2018-06,2014,1,Chesapeake Bay: Larger-than-average summer 'dead zone' forecast for 2018 after wet spring
1341,2018-06,2015,3,Organics on Ceres may be more abundant that originally thought<br><br>Scientists make first 'on demand' entanglement link<br><br>Scientists find evidence of complex organic molecules from Enceladus
1342,2018-06,2016,1,Researchers predict materials to stabilize record-high capacity lithium-ion battery
1343,2018-06,2017,5,"Boston, other cities, to work to curb renewable energy costs<br><br>Chesapeake Bay: Larger-than-average summer 'dead zone' forecast for 2018 after wet spring<br><br>Braiding may be key to using time crystals in quantum computing<br><br>Machine learning will redesign, not replace, work<br><br>Scientists find evidence of complex organic molecules from Enceladus"
1344,2018-06,2018,17,"Researchers predict materials to stabilize record-high capacity lithium-ion battery<br><br>Boston Dynamics' scary robot videos: Are they for real?<br><br>Team invents world's first nickel-hydroxide actuating material that can be triggered by both light and electricity<br><br>Boston, other cities, to work to curb renewable energy costs<br><br>Opportunity hunkers down during dust storm (Update)<br><br>The future of AI needs hardware accelerators based on analog memory devices<br><br>Organics on Ceres may be more abundant that originally thought<br><br>Chesapeake Bay: Larger-than-average summer 'dead zone' forecast for 2018 after wet spring<br><br>Scientists demonstrate coherent coupling between a quantum dot and a donor atom in silicon<br><br>Chameleon-inspired nanolaser changes colors<br><br>Enhanced detection of nuclear events, thanks to deep learning<br><br>Climate change may soon hit billions of people—many cities already taking action<br><br>How to train your robot: Research provides new approaches<br><br>DNA drives design principles for lighter, thinner optical displays<br><br>Machine learning will redesign, not replace, work<br><br>Spectral cloaking could make objects invisible under realistic conditions<br><br>The tools humanity will need for living in the year 1 trillion"
1345,2018-06,2019,1,The tools humanity will need for living in the year 1 trillion
1346,2018-06,2023,1,Braiding may be key to using time crystals in quantum computing
1347,2018-06,2032,1,Opportunity hunkers down during dust storm (Update)
1348,2018-06,2050,2,"Boston, other cities, to work to curb renewable energy costs<br><br>Climate change may soon hit billions of people—many cities already taking action"
1353,2018-07,2001,2,California hit its climate goal early—but its biggest source of pollution keeps rising<br><br>A miniaturized semiconductor biochip to identify drug-resistant pathogens
1354,2018-07,2006,1,California hit its climate goal early—but its biggest source of pollution keeps rising
1355,2018-07,2007,1,Researchers identify protein essential for making stem cells
1356,2018-07,2008,3,Complete fly brain imaged at nanoscale resolution<br><br>Reversing cause and effect is no trouble for quantum computers<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising
1357,2018-07,2010,1,A miniaturized semiconductor biochip to identify drug-resistant pathogens
1358,2018-07,2012,2,Artificial intelligence helps design an ultra-aerodynamic bike<br><br>Researchers identify protein essential for making stem cells
1359,2018-07,2013,2,Why technology puts human rights at risk<br><br>A miniaturized semiconductor biochip to identify drug-resistant pathogens
1360,2018-07,2015,4,"New world record for direct solar water-splitting efficiency<br><br>As facial recognition use grows, so do privacy fears<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising<br><br>A miniaturized semiconductor biochip to identify drug-resistant pathogens"
1361,2018-07,2016,6,"New world record for direct solar water-splitting efficiency<br><br>As facial recognition use grows, so do privacy fears<br><br>Enzyme discovery could help in fight against tuberculosis<br><br>Complete fly brain imaged at nanoscale resolution<br><br>Electron microscope detector achieves record resolution<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising"
1362,2018-07,2017,2,No more zigzags: Scientists uncover mechanism that stabilizes fusion plasmas<br><br>Electron microscope detector achieves record resolution
1363,2018-07,2018,24,"China aims to outstrip NASA with super-powerful rocket<br><br>Autonomous trucks for logistics centers<br><br>Self-replicator that is simultaneously created and destroyed may lead to better understanding of life<br><br>New world record for direct solar water-splitting efficiency<br><br>Automating molecule design to speed up drug development<br><br>Humans need not apply<br><br>As facial recognition use grows, so do privacy fears<br><br>Novel synaptic architecture for brain inspired computing<br><br>Reesearchers confine mature cells to turn them into stem cells<br><br>Enzyme discovery could help in fight against tuberculosis<br><br>Artificial intelligence helps design an ultra-aerodynamic bike<br><br>Graphene could be key to controlling water evaporation<br><br>Study shows virtual reality could hold the key to GPs spotting child abuse<br><br>Rolls-Royce unveils hybrid flying taxi at Farnborough<br><br>Researchers identify protein essential for making stem cells<br><br>No more zigzags: Scientists uncover mechanism that stabilizes fusion plasmas<br><br>Complete fly brain imaged at nanoscale resolution<br><br>Electron microscope detector achieves record resolution<br><br>Reversing cause and effect is no trouble for quantum computers<br><br>Nanocrystals emit light by efficiently 'tunneling' electrons<br><br>World-first quantum computer simulation of chemical bonds using trapped ions<br><br>Newest supercomputer to help develop fusion energy in international device<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising<br><br>A miniaturized semiconductor biochip to identify drug-resistant pathogens"
1364,2018-07,2019,1,Rolls-Royce unveils hybrid flying taxi at Farnborough
1365,2018-07,2020,2,China aims to outstrip NASA with super-powerful rocket<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising
1366,2018-07,2021,1,China aims to outstrip NASA with super-powerful rocket
1367,2018-07,2022,1,China aims to outstrip NASA with super-powerful rocket
1368,2018-07,2025,1,California hit its climate goal early—but its biggest source of pollution keeps rising
1369,2018-07,2030,3,China aims to outstrip NASA with super-powerful rocket<br><br>Humans need not apply<br><br>California hit its climate goal early—but its biggest source of pollution keeps rising
1370,2018-07,2048,1,A century-old model for life's origin gets significant substantiation
1371,2018-07,2050,1,Climate taxes on agriculture could lead to more food insecurity than climate change itself
1375,2018-08,1989,1,Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave
1376,2018-08,2000,2,"Vital US reservoir OK for now, but shortages are looming<br><br>Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave"
1377,2018-08,2008,2,U.S. $23 trillion will be lost if temperatures rise four degrees by 2100<br><br>Multi-purpose silicon chip created for quantum information processing
1378,2018-08,2014,2,Nanotube 'rebar' makes graphene twice as tough<br><br>Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave
1379,2018-08,2015,1,Robot teachers invade Chinese kindergartens
1380,2018-08,2016,4,Nanotube 'rebar' makes graphene twice as tough<br><br>D-Wave demonstrates first large-scale quantum simulation of topological state of matter<br><br>Pushing the plasma density limit<br><br>Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave
1381,2018-08,2017,3,Portable freshwater harvester could draw up to 10 gallons per hour from the air<br><br>Robot teachers invade Chinese kindergartens<br><br>Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave
1382,2018-08,2018,17,"Artificial intelligence system designs drugs from scratch<br><br>Team discovers a first-of-its-kind material for the quantum age<br><br>CRISPR diversifies: Cut, paste, on, off, and now—evolve<br><br>Nanotube 'rebar' makes graphene twice as tough<br><br>Researchers use nanotechnology to improve the accuracy of measuring devices<br><br>Mini antimatter accelerator could rival the likes of the Large Hadron Collider<br><br>Vital US reservoir OK for now, but shortages are looming<br><br>Acceleration of mountain glacier melt could impact Pacific Northwest water supplies<br><br>Portable freshwater harvester could draw up to 10 gallons per hour from the air<br><br>Multi-purpose silicon chip created for quantum information processing<br><br>Pushing the plasma density limit<br><br>As CO2 levels climb, millions at risk of nutritional deficiencies<br><br>Testing new tech in cars of the future<br><br>Robot teachers invade Chinese kindergartens<br><br>If military robot falls, it can get itself up<br><br>Researchers achieve first ever acceleration of electrons in a proton-driven plasma wave<br><br>Waters off New England in midst of record year for warmth"
1383,2018-08,2019,1,"Vital US reservoir OK for now, but shortages are looming"
1384,2018-08,2020,1,Chip labour: Robots replace waiters in China restaurant
1385,2018-08,2022,1,Robot teachers invade Chinese kindergartens
1386,2018-08,2025,1,Robot teachers invade Chinese kindergartens
1387,2018-08,2050,1,"As CO2 levels climb, millions at risk of nutritional deficiencies"
1393,2018-09,2000,1,The rise of machine learning in astronomy
1394,2018-09,2005,1,Peering into private life of atomic clusters—using the world's tiniest test tubes
1395,2018-09,2008,1,An ultracompact laser has been made using nanoscale semiconductor columns
1396,2018-09,2009,1,Perovskite solar cells leap toward commercialization
1397,2018-09,2012,2,Artificial intelligence helps track down mysterious cosmic radio bursts<br><br>Renewable energy on rise in resource-poor Jordan
1398,2018-09,2017,6,"Peering into private life of atomic clusters—using the world's tiniest test tubes<br><br>Large wind and solar farms in the Sahara would increase heat, rain, vegetation<br><br>Massive boom hopes to corral Pacific Ocean's plastic trash<br><br>Artificial intelligence helps track down mysterious cosmic radio bursts<br><br>New nanoparticle superstructures made from pyramid-shaped building blocks<br><br>Renewable energy on rise in resource-poor Jordan"
1399,2018-09,2018,27,"Eight aero concept innovations point the way to 75% CO2 emissions reduction by 2050<br><br>Hierarchical 3-D printing of nanoporous gold could 'revolutionize' electrochemical reactor design<br><br>Neutrophil nanosponges soak up proteins that promote rheumatoid arthritis<br><br>Humans still heft groceries on-demand, for now<br><br>Researchers 'teleport' a quantum gate<br><br>Berkeley Lab, Intel, Cray harness power of deep learning to study the universe<br><br>Experiment obtains entanglement of six light waves with a single laser<br><br>Facial recognition touted as 'user friendly' system for airports<br><br>Massive boom hopes to corral Pacific Ocean's plastic trash<br><br>Australia drought extends despite 'widespread, significant rain'<br><br>An unexpected gray area could bring about long-lasting solar cells<br><br>Graphene enables clock rates in the terahertz range<br><br>Pristine quantum light source created at the edge of silicon chip<br><br>Tiny camera lens may help link quantum computers to network<br><br>Machines will do more tasks than humans by 2025: WEF<br><br>Tenfold improvement in liquid batteries mean electric car refuelling could take minutes<br><br>Germany to have 1 million electric cars by 2022<br><br>Engineers develop first method for controlling nanomotors<br><br>Octopuses given mood drug 'ecstasy' reveal genetic link to evolution of social behaviors in humans<br><br>Super cheap earth element to advance new battery tech to the industry<br><br>Research forecasts US among top nations to suffer economic damage from climate change<br><br>Explainer: The US push to boost 'quantum computing'<br><br>Chip ramps up artificial intelligence systems' performance<br><br>Worried about AI taking over the world? You may be making some rather unscientific assumptions<br><br>Oxide materials discovery may advance electronic device development<br><br>Renewable energy on rise in resource-poor Jordan<br><br>Perovskite solar cells leap toward commercialization"
1400,2018-09,2019,1,Germany to have 1 million electric cars by 2022
1401,2018-09,2020,5,Massive boom hopes to corral Pacific Ocean's plastic trash<br><br>Lego-style solar panels to smash energy bills<br><br>Germany to have 1 million electric cars by 2022<br><br>Research forecasts US among top nations to suffer economic damage from climate change<br><br>Renewable energy on rise in resource-poor Jordan
1402,2018-09,2022,1,Machines will do more tasks than humans by 2025: WEF
1403,2018-09,2025,1,Machines will do more tasks than humans by 2025: WEF
1404,2018-09,2050,2,Going up! Japan to test mini 'space elevator'<br><br>Lego-style solar panels to smash energy bills
1410,2018-10,1972,1,Lockheed Martin unveils its lunar lander concept vehicle
1411,2018-10,1993,1,Computer theorists show path to verifying that quantum beats classical
1412,2018-10,1996,1,"Manufacturers adopt robots that help human workers, not replace them. For now"
1413,2018-10,2008,3,"A stabilizing influence enables lithium-sulfur battery evolution<br><br>Manufacturers adopt robots that help human workers, not replace them. For now<br><br>Your job might disappear, but don't blame artificial intelligence for that"
1414,2018-10,2011,2,First SpaceX mission with astronauts set for June 2019: NASA<br><br>Mouse pups with same-sex parents born in China using stem cells and gene editing
1415,2018-10,2012,2,AI tool automatically reveals how to write apps that drain less battery<br><br>CRISPR opens door to new type of medicine—'genome surgery'
1416,2018-10,2015,2,Climate goals mean Europe will overtake US in electric cars<br><br>EU lawmakers want to cut car emissions by 40 percent by 2030
1417,2018-10,2016,2,Novel design could help shed excess heat in next-generation fusion power plants<br><br>A stabilizing influence enables lithium-sulfur battery evolution
1418,2018-10,2017,3,Climate goals mean Europe will overtake US in electric cars<br><br>Breakthrough in accessing the tiny magnet within the core of a single atom<br><br>Tests show integrated quantum chip operations possible
1419,2018-10,2018,25,"Climate goals mean Europe will overtake US in electric cars<br><br>EU lawmakers want to cut car emissions by 40 percent by 2030<br><br>A new brain-inspired architecture could improve how computers handle data and advance AI<br><br>For collecting weather data, tiny satellites measure up to billion-dollar cousins<br><br>First SpaceX mission with astronauts set for June 2019: NASA<br><br>Team breaks exaop barrier with deep learning application<br><br>Novel design could help shed excess heat in next-generation fusion power plants<br><br>AI tool automatically reveals how to write apps that drain less battery<br><br>Humans delayed the onset of the Sahara desert by 500 years<br><br>The future of electronic devices: Strong and self-healing ion gels<br><br>Light switch: Scientists develop method to control nanoscale manipulation in high-powered microscopes<br><br>Graphene shows unique potential to exceed bandwidth demands of future telecommunications<br><br>Quantum computers tackle big data with machine learning<br><br>Hurricanes, hog manure and the dire need for carbon pricing<br><br>Study exposes security vulnerabilities in terahertz data links<br><br>Manufacturers adopt robots that help human workers, not replace them. For now<br><br>Study provides insight into how nanoparticles interact with biological systems<br><br>Breakthrough in accessing the tiny magnet within the core of a single atom<br><br>New algorithm can more quickly predict LED materials<br><br>Musk says LA Hyperloop tunnel to be unveiled December 10<br><br>Your job might disappear, but don't blame artificial intelligence for that<br><br>What if humans are no longer earth's most intelligent beings?<br><br>Computer theorists show path to verifying that quantum beats classical<br><br>Tests show integrated quantum chip operations possible<br><br>Researchers create scalable platform for on-chip quantum emitters"
1420,2018-10,2019,3,"Climate goals mean Europe will overtake US in electric cars<br><br>For collecting weather data, tiny satellites measure up to billion-dollar cousins<br><br>First SpaceX mission with astronauts set for June 2019: NASA"
1421,2018-10,2020,2,"Climate goals mean Europe will overtake US in electric cars<br><br>For collecting weather data, tiny satellites measure up to billion-dollar cousins"
1422,2018-10,2021,1,Climate goals mean Europe will overtake US in electric cars
1423,2018-10,2022,1,Tests show integrated quantum chip operations possible
1424,2018-10,2023,3,Climate goals mean Europe will overtake US in electric cars<br><br>Lockheed Martin unveils its lunar lander concept vehicle<br><br>Graphene shows unique potential to exceed bandwidth demands of future telecommunications
1425,2018-10,2024,1,Climate goals mean Europe will overtake US in electric cars
1426,2018-10,2025,1,"Manufacturers adopt robots that help human workers, not replace them. For now"
1427,2018-10,2026,1,Lockheed Martin unveils its lunar lander concept vehicle
1428,2018-10,2030,3,"Climate goals mean Europe will overtake US in electric cars<br><br>Manufacturers adopt robots that help human workers, not replace them. For now<br><br>What if humans are no longer earth's most intelligent beings?"
1433,2018-11,2000,1,Graphene flickers at 400Hz in 2500ppi displays
1434,2018-11,2003,1,Next-generation technology is coming to a self-driving car near you
1435,2018-11,2009,1,Could 'Oumuamua be an extraterrestrial solar sail?
1436,2018-11,2011,1,"Development of a humanoid robot prototype, HRP-5P, capable of heavy labor"
1437,2018-11,2012,1,France to close 14 nuclear reactors by 2035: Macron
1438,2018-11,2017,3,"Scientists 'tame' some disruptive environmental effects on quantum computers<br><br>Could 'Oumuamua be an extraterrestrial solar sail?<br><br>Quantum computing at scale: Scientists achieve compact, sensitive qubit readout"
1439,2018-11,2018,20,"Scientists 'tame' some disruptive environmental effects on quantum computers<br><br>Could 'Oumuamua be an extraterrestrial solar sail?<br><br>Existing laser technology could be fashioned into Earth's 'porch light' to attract alien astronomers<br><br>Physicists create new, simpler-than-ever quantum 'hard drive for light'<br><br>'Bionic mushrooms' fuse nanotech, bacteria and fungi<br><br>Watching nanoparticle photoreactions<br><br>Quantum 'compass' could allow navigation without relying on satellites<br><br>A two-atom quantum duet<br><br>Graphene on the way to superconductivity<br><br>Detecting light in a different dimension<br><br>Scientists engineer a functional optical lens out of 2-D materials<br><br>Scientists combine graphene foam, epoxy into tough, conductive composite<br><br>Farm animals may soon get new features through gene editing<br><br>Error correction in the quantum world<br><br>Applying metamaterials to quantum optics paves the way for new interdisciplinary studies<br><br>Meet Michael, the supercomputer designed to accelerate UK research for EV batteries<br><br>Quantum sound waves to open doors for more powerful sensors<br><br>Quantum computing at scale: Scientists achieve compact, sensitive qubit readout<br><br>Sunlight can be used to eradicate pollutants in water<br><br>Scientists find a way to enhance the performance of quantum computers"
1440,2018-11,2019,2,Error correction in the quantum world<br><br>France to close 14 nuclear reactors by 2035: Macron
1441,2018-11,2020,2,France to close 14 nuclear reactors by 2035: Macron<br><br>Paving the way: An accelerator on a microchip
1442,2018-11,2021,1,France to close 14 nuclear reactors by 2035: Macron
1443,2018-11,2022,2,"Quantum computing at scale: Scientists achieve compact, sensitive qubit readout<br><br>France to close 14 nuclear reactors by 2035: Macron"
1444,2018-11,2030,1,France to close 14 nuclear reactors by 2035: Macron
1445,2018-11,2035,1,France to close 14 nuclear reactors by 2035: Macron
1450,2018-12,1984,1,Is China's social credit system really the dystopian sci-fi scenario that many fear?
1451,2018-12,2001,1,New quantum materials could take computing devices beyond the semiconductor era
1452,2018-12,2008,1,New property revealed in graphene could lead to better performing solar panels
1453,2018-12,2009,1,Dual 8-bit breakthroughs bring AI to the edge
1454,2018-12,2010,1,New quantum materials could take computing devices beyond the semiconductor era
1455,2018-12,2011,1,Artificial intelligence meets materials science
1456,2018-12,2013,2,New quantum materials could take computing devices beyond the semiconductor era<br><br>Artificial intelligence meets materials science
1457,2018-12,2014,1,Is China's social credit system really the dystopian sci-fi scenario that many fear?
1458,2018-12,2015,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1459,2018-12,2016,4,ESA team blasts Intel's new AI chip with radiation at CERN<br><br>Mechanism for turning skin cells into blood stem cells uncovered<br><br>Artificial intelligence meets materials science<br><br>Satellite study proves global quantum communication will be possible
1460,2018-12,2017,4,"A radio search for artificial emissions from 'Oumuamua<br><br>Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation<br><br>Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br><br>Is China's social credit system really the dystopian sci-fi scenario that many fear?"
1461,2018-12,2018,14,"Big Brussels climate march marks COP24 start<br><br>New quantum materials could take computing devices beyond the semiconductor era<br><br>Dual 8-bit breakthroughs bring AI to the edge<br><br>Nanoscale tweezers can perform single-molecule 'biopsies' on individual cells<br><br>A radio search for artificial emissions from 'Oumuamua<br><br>Engineers invent groundbreaking spin-based memory device<br><br>Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation<br><br>Why artificial intelligence is likely to take more lives<br><br>Switching to a home battery won't help save the world from climate change<br><br>Scientists design custom nanoparticles with new 'stencil' method<br><br>Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br><br>Satellite study proves global quantum communication will be possible<br><br>Is China's social credit system really the dystopian sci-fi scenario that many fear?<br><br>Bacteria found in ancient Irish soil halts growth of superbugs—new hope for tackling antibiotic resistance"
1462,2018-12,2019,2,Big Brussels climate march marks COP24 start<br><br>A radio search for artificial emissions from 'Oumuamua
1463,2018-12,2020,2,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br><br>Is China's social credit system really the dystopian sci-fi scenario that many fear?"
1464,2018-12,2022,1,Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation
1465,2018-12,2023,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1466,2018-12,2025,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1467,2018-12,2030,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1468,2018-12,2050,2,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br><br>Bacteria found in ancient Irish soil halts growth of superbugs—new hope for tackling antibiotic resistance"
1470,2019-01,1979,1,Scientists discover new quantum spin liquid
1471,2019-01,1983,1,Scientists discover a process that stabilizes fusion plasmas
1472,2019-01,2005,1,An entangled atom-light state realizes a paradoxical thought experiment by Erwin Schrödinger
1473,2019-01,2011,1,The robots being readied to enter nuclear no-go zones
1474,2019-01,2015,2,Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br><br>Researchers pioneer microfluidics-enabled manufacturing of macroscopic graphene fibers
1475,2019-01,2016,1,Rotating black holes may serve as gentle portals for hyperspace travel
1476,2019-01,2017,3,Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br><br>Silicon as a new storage material for the batteries of the future<br><br>The robots being readied to enter nuclear no-go zones
1477,2019-01,2018,4,"Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br><br>New class of solar cells, using lead-free perovskite materials<br><br>Unlocking graphene's superconducting powers with a twist and a squeeze<br><br>Fast action: Novel device may rapidly control plasma disruptions in a fusion facility"
1478,2019-01,2019,9,"New materials could 'drive wound healing' by harnessing natural healing methods<br><br>Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br><br>Scientists discover a process that stabilizes fusion plasmas<br><br>An entangled atom-light state realizes a paradoxical thought experiment by Erwin Schrödinger<br><br>Breakthrough reported in fabricating nanochips<br><br>Unlocking graphene's superconducting powers with a twist and a squeeze<br><br>Fast action: Novel device may rapidly control plasma disruptions in a fusion facility<br><br>All-photonic quantum repeaters could lead to a faster, more secure global quantum internet<br><br>IBM launches commercial quantum computing – we're not ready for what comes next"
1479,2019-01,2025,1,Autonomous robot that interacts with humans using natural language and vision processing
1482,2019-02,2010,1,What alchemy and astrology can teach artificial intelligence researchers
1483,2019-02,2013,1,Skin wound regeneration with bioactive glass-gold nanoparticles ointment
1484,2019-02,2016,3,Controllable electron flow in quantum wires<br><br>For the love of technology! Sex robots and virtual reality<br><br>What alchemy and astrology can teach artificial intelligence researchers
1485,2019-02,2017,2,Scientists find new and smaller CRISPR gene editor: CasX<br><br>Skin wound regeneration with bioactive glass-gold nanoparticles ointment
1486,2019-02,2018,3,Richard Branson says he'll fly to space by July<br><br>Running an LED in reverse could cool future computers<br><br>What alchemy and astrology can teach artificial intelligence researchers
1487,2019-02,2019,10,Scientists 'hijack' open-access quantum computer to tease out quantum secrets<br><br>Much of the surface ocean will shift in color by end of 21st century: study<br><br>Scientists find new and smaller CRISPR gene editor: CasX<br><br>Richard Branson says he'll fly to space by July<br><br>Scientists develop first fabric to automatically cool or insulate depending on conditions<br><br>New phenomenon discovered that fixes a common problem in lasers: Wavelength splitting<br><br>Machine learning reveals hidden turtle pattern in quantum fireworks<br><br>Running an LED in reverse could cool future computers<br><br>New imaging technology captures movement of quantum particles with unprecedented resolution<br><br>A faster method to read quantum memory
1488,2019-02,2023,1,Richard Branson says he'll fly to space by July
1489,2019-02,2055,1,Much of the surface ocean will shift in color by end of 21st century: study
1496,2019-03,1989,1,What happened to the hyped nanomaterials?
1497,2019-03,1994,1,"In the future, everyone might use quantum computers"
1498,2019-03,2004,1,Strength in numbers for 3-D printing
1499,2019-03,2009,1,Renewable energy reduces the highest electric rates in the nation
1500,2019-03,2011,1,Semimetals are high conductors
1501,2019-03,2014,3,Nano-bio-computing lipid nanotablet<br><br>Team discovers double helix structure in synthetic macromolecule<br><br>Robo-journalism gains traction in shifting media landscape
1502,2019-03,2015,3,Robo-journalism gains traction in shifting media landscape<br><br>Cambridge spin-out starts producing graphene at commercial scale<br><br>Researchers measure quantum power increase in quantum boost engine for the first time
1503,2019-03,2016,4,"Team discovers double helix structure in synthetic macromolecule<br><br>Scientists take a deep dive into the imperfect world of 2-D materials<br><br>Renewable energy reduces the highest electric rates in the nation<br><br>In the future, everyone might use quantum computers"
1504,2019-03,2017,4,Startup scales up carbon nanotube membranes to make carbon-zero fuels for less than fossil fuels<br><br>Renewable energy reduces the highest electric rates in the nation<br><br>Nanocrystal 'factory' could revolutionize quantum dot manufacturing<br><br>Two new planets discovered using artificial intelligence
1505,2019-03,2018,10,"Scientists find method to boost CRISPR efficiency<br><br>These robots are small, shape-shifting, and they adapt to their surroundings<br><br>Startup scales up carbon nanotube membranes to make carbon-zero fuels for less than fossil fuels<br><br>Robo-journalism gains traction in shifting media landscape<br><br>Cambridge spin-out starts producing graphene at commercial scale<br><br>Gene-edited food quietly arrives in restaurant cooking oil<br><br>Physicists reverse time using quantum computer<br><br>Renewable energy reduces the highest electric rates in the nation<br><br>Two new planets discovered using artificial intelligence<br><br>Modified deep-learning algorithms unveil features of shape-shifting proteins"
1506,2019-03,2019,17,"What happened to the hyped nanomaterials?<br><br>Electrical signals kick off flatworm regeneration<br><br>Scientists identify gene partnerships that promote spinal cord regeneration<br><br>These robots are small, shape-shifting, and they adapt to their surroundings<br><br>Listening to quantum radio<br><br>Robo-journalism gains traction in shifting media landscape<br><br>Our misplaced fear of job-stealing robots<br><br>Face recognition technology in classrooms is here – and that's OK<br><br>Australian climate tool identifies end of winter by 2050<br><br>Light provides control for 3-D printing with multiple materials<br><br>Gene-edited food quietly arrives in restaurant cooking oil<br><br>Researchers put machine learning on path to quantum advantage<br><br>Renewable energy reduces the highest electric rates in the nation<br><br>New CRISPR-powered device detects genetic mutations in minutes<br><br>Matter waves and quantum splinters<br><br>In the future, everyone might use quantum computers<br><br>NASA's Mars helicopter completes flight tests"
1507,2019-03,2020,3,Scientists find method to boost CRISPR efficiency<br><br>Face recognition technology in classrooms is here – and that's OK<br><br>NASA's Mars helicopter completes flight tests
1508,2019-03,2021,1,NASA's Mars helicopter completes flight tests
1509,2019-03,2030,1,Renewable energy reduces the highest electric rates in the nation
1510,2019-03,2049,1,Our misplaced fear of job-stealing robots
1511,2019-03,2050,2,Our misplaced fear of job-stealing robots<br><br>Australian climate tool identifies end of winter by 2050
1521,2019-04,2007,1,MIT and NASA engineers demonstrate a new kind of airplane wing
1522,2019-04,2010,1,The US white majority will soon disappear forever
1523,2019-04,2012,2,MIT and NASA engineers demonstrate a new kind of airplane wing<br><br>Curiosity tastes first sample in 'clay-bearing unit'
1524,2019-04,2014,1,Almost half of World Heritage sites could lose their glaciers by 2100
1525,2019-04,2015,3,"Costa Rica bets on ending fossil fuel use by 2050<br><br>To save life on Earth, here's the $100 billion-a-year solution<br><br>The US white majority will soon disappear forever"
1526,2019-04,2016,1,The US white majority will soon disappear forever
1527,2019-04,2017,3,"China to build moon station in 'about 10 years'<br><br>China's quest for clean, limitless energy heats up<br><br>Almost half of World Heritage sites could lose their glaciers by 2100"
1528,2019-04,2018,4,"MIT and NASA engineers demonstrate a new kind of airplane wing<br><br>To save life on Earth, here's the $100 billion-a-year solution<br><br>China's quest for clean, limitless energy heats up<br><br>The US white majority will soon disappear forever"
1529,2019-04,2019,14,"MIT and NASA engineers demonstrate a new kind of airplane wing<br><br>Artificial intelligence automatically detects disturbances in power supply grids<br><br>Bacterial factories could manufacture high-performance proteins for space missions<br><br>'Molecular surgery' reshapes living tissue with electricity but no incisions<br><br>Curiosity tastes first sample in 'clay-bearing unit'<br><br>The discrete-time physics hiding inside our continuous-time world<br><br>Travel through wormholes is possible, but slow<br><br>Artificial intelligence speeds efforts to develop clean, virtually limitless fusion energy<br><br>Future hypersonics could be artificially intelligent<br><br>Costa Rica bets on ending fossil fuel use by 2050<br><br>Scientists create first billion-atom biomolecular simulation<br><br>To save life on Earth, here's the $100 billion-a-year solution<br><br>China to build moon station in 'about 10 years'<br><br>The US white majority will soon disappear forever"
1530,2019-04,2020,2,China to build moon station in 'about 10 years'<br><br>The US white majority will soon disappear forever
1531,2019-04,2022,1,China to build moon station in 'about 10 years'
1532,2019-04,2024,1,China to build moon station in 'about 10 years'
1533,2019-04,2030,1,"To save life on Earth, here's the $100 billion-a-year solution"
1534,2019-04,2035,1,Costa Rica bets on ending fossil fuel use by 2050
1535,2019-04,2040,1,The US white majority will soon disappear forever
1536,2019-04,2044,1,The US white majority will soon disappear forever
1537,2019-04,2050,2,Costa Rica bets on ending fossil fuel use by 2050<br><br>The US white majority will soon disappear forever
